No,Date,Month,Ticket number,W/O number,Category,Discirption,Location,Teams,Amount,Released Date,Days Taken,W/O Status,
1294,3-Jan-26,,IM-1-12722767918,WO/49228,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$69.00 ,4-Jan-26,,Closed,
1295,3-Jan-26,,IM-1-12720723209,WO/49229,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$602.20 ,4-Jan-26,,Closed,
1296,3-Jan-26,,IM-1-12723811409,WO/49232,Welding & Painting,REDACTED,REDACTED,T1 Painting,$215.50 ,4-Jan-26,,Closed,
1297,3-Jan-26,,IM-1-12721995121,WO/49231,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$564.72 ,4-Jan-26,,Closed,
1298,3-Jan-26,,IM-1-1279093027,WO/49225,Carpentry RF,REDACTED,REDACTED,Team 4,$326.40 ,,,Pending Approval,
1299,3-Jan-26,,CT-03145,WO/49237,Plumbing,REDACTED,REDACTED,T1 Plumbing,$286.78 ,4-Jan-26,,Closed,
1300,3-Jan-26,,IM-1-12720750225,WO/49243,Carpentry FF,REDACTED,REDACTED,Team 4,$133.00 ,6-Jan-26,,Closed,
1301,3-Jan-26,,IM-1-12720750189,WO/49239,Plumbing,REDACTED,REDACTED,Team 4,$141.50 ,6-Jan-26,,Closed,
1302,5-Jan-26,,IM-1-12724954629,WO/49255,Plumbing,REDACTED,REDACTED,T1 Plumbing,$279.50 ,6-Jan-26,,Closed,
1303,5-Jan-26,,IM-1-12725833421,WO/49256,Plumbing,REDACTED,REDACTED,T1 Plumbing,$321.47 ,6-Jan-26,,Closed,
1304,5-Jan-26,,IM-1-12725893112,WO/49257,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$363.00 ,7-Jan-26,,Approved,
1305,5-Jan-26,,IM-1-12725480358,WO/49259,Plumbing,REDACTED,REDACTED,T1 Plumbing,$280.00 ,6-Jan-26,,Closed,
1306,6-Jan-26,,IM-1-12719427073,WO/4927,Welding & Painting,REDACTED,REDACTED,Welding,"$1,275.40 ",,,Pending Approval,
1307,6-Jan-26,,IM-1-12721814690,WO/49258,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$858.68 ,,,Pending Approval,
1308,6-Jan-26,,CT-03149,WO/49270,Plumbing,REDACTED,REDACTED,T1 Plumbing,$374.00 ,7-Jan-26,,Closed,
1309,6-Jan-26,,IM-1-12726018886,WO/49275,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$95.64 ,8-Jan-26,,Closed,
1310,6-Jan-26,,IM-1-12725479949,WO/49276,Plumbing,REDACTED,REDACTED,T1 Carpentry,$244.75 ,8-Jan-26,,Closed,
1311,6-Jan-26,,IM-1-12724194625,WO/49277,Plumbing,REDACTED,REDACTED,Team 5,$303.70 ,7-Jan-26,,Closed,
1312,6-Jan-26,,IM-1-12724194579,WO/49278,Plumbing,REDACTED,REDACTED,Team 5,$311.95 ,,,Pending Approval,
1313,6-Jan-26,,IM-1-12725459863,WO/49280,Masonry,REDACTED,REDACTED,Team 4,$99.70 ,7-Jan-26,,Closed,
1314,6-Jan-26,,IM-1-12725459830,WO/49282,Masonry,REDACTED,REDACTED,Team 4,$396.00 ,8-Jan-26,,Approved,
1315,6-Jan-26,,RFS-1-12711826389,WO/49284,Masonry,REDACTED,REDACTED,Team 5,$229.60 ,7-Jan-26,,Approved,
1316,6-Jan-26,,IM-1-12725591485,WO/49253,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$216.00 ,,,Approved,
1317,6-Jan-26,,CT-03115,WO/49126,Plumbing,REDACTED,REDACTED,T1 Plumbing,"$1,093.50 ",7-Jan-26,,Closed,
1318,6-Jan-26,,CT-03152,WO/49287,Plumbing,REDACTED,REDACTED,Team 4,$422.56 ,6-Jan-26,,Closed,
1319,6-Jan-26,,IM-1-12719427057,WO/49283,Masonry,REDACTED,REDACTED,Team 4,$241.00 ,,,Closed,
1320,6-Jan-26,,CT-03159,WO/49302,Plumbing,REDACTED,REDACTED,Team 4,$263.00 ,8-Jan-26,,Closed,
1321,7-Jan-26,,IM-1-12726211247,WO/49292,Plumbing,REDACTED,REDACTED,T1 Plumbing,$478.50 ,,,Rejected,
1322,7-Jan-26,,IM-1-12720723245,WO/49285,Welding & Painting,REDACTED,REDACTED,T1 Carpentry,"$4,304.90 ",,,Pending Approval,
1323,7-Jan-26,,IM-1-12727096343,WO/49294,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$262.28 ,,,Rejected,
1324,7-Jan-26,,IM-1-12727061161,WO/49295,Welding & Painting,REDACTED,REDACTED,T1 Painting,$48.70 ,8-Jan-26,,Closed,
1325,7-Jan-26,,IM-1-12726071798,WO/49296,Plumbing,REDACTED,REDACTED,T1 Plumbing,$279.50 ,8-Jan-26,,Closed,
1326,7-Jan-26,,IM-1-12726462690,WO/49298,Welding & Painting,REDACTED,REDACTED,T1 Painting,$161.20 ,8-Jan-26,,Approved,
1327,7-Jan-26,,IM-1-12727060933,WO/49301,Masonry,REDACTED,REDACTED,T1 Masonry,$180.00 ,8-Jan-26,,Closed,
1328,7-Jan-26,,IM-1-12728094091,WO/49300,Welding & Painting,REDACTED,REDACTED,T1 Painting,$358.20 ,8-Jan-26,,Closed,
1329,8-Jan-26,,IM-1-12725216619,WO/49308,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$184.68 ,8-Jan-26,,Closed,
1330,8-Jan-26,,IM-1-12716132264,WO/49316,Carpentry FF,REDACTED,REDACTED,Team 4,$178.92 ,8-Jan-26,,Approved,
1331,8-Jan-26,,IM-1-12725893096,WO/49317,Carpentry RF,REDACTED,REDACTED,Team 4,$324.00 ,8-Jan-26,,Approved,
1332,8-Jan-26,,IM-1-12715981658,WO/49319,Carpentry FF,REDACTED,REDACTED,Team 4,$59.85 ,11-Jan-26,,Closed,
1333,8-Jan-26,,IM-1-12725906947,WO/49320,Masonry,REDACTED,REDACTED,Team 2 ,$373.70 ,11-Jan-26,,Closed,
1334,8-Jan-26,,IM-1-12725906947,WO/49321,Plumbing,REDACTED,REDACTED,Team 2 ,$95.00 ,11-Jan-26,,Closed,
1335,8-Jan-26,,IM-12715675508,WO/49322,Plumbing,REDACTED,REDACTED,Team 2 ,$377.00 ,11-Jan-26,,Closed,
1336,8-Jan-26,,CT-03162,WO/49307,Plumbing,REDACTED,REDACTED,T1 Plumbing,$160.00 ,8-Jan-26,,Closed,
1337,10-Jan-26,,RFS-1-1272860973,WO/49326,Masonry,REDACTED,REDACTED,T1 Masonry,$50.50 ,,,Pending Approval,
1338,10-Jan-26,,IM-1-12726276067,WO/49325,Masonry,REDACTED,REDACTED,T1 Masonry,$50.00 ,11-Jan-26,,Closed,
1339,10-Jan-26,,IM-1-12612820512,WO/49324,Plumbing,REDACTED,REDACTED,Team 5,$198.00 ,12-Jan-26,,Closed,
1340,10-Jan-26,,IM-1-127227011266,WO/49323,Plumbing,REDACTED,REDACTED,Team 5,$279.50 ,11-Jan-26,,Closed,
1341,10-Jan-26,,IM-1-12727131545,WO/49332,Plumbing,REDACTED,REDACTED,T1 Plumbing,$412.95 ,11-Jan-26,,Closed,
1342,10-Jan-26,,IM-1-12730238751,WO/49331,Masonry,REDACTED,REDACTED,T1 Masonry,$16.00 ,11-Jan-26,,Closed,
1343,10-Jan-26,,IM-1-12730238853,WO/49336,Plumbing,REDACTED,REDACTED,T1 Plumbing,$140.50 ,11-Jan-26,,Closed,
1344,11-Jan-26,,RFS-1-12729867522,WO/49341,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$527.40 ,11-Jan-26,,Closed,
1345,11-Jan-26,,IM-1-12726462764,WO/49340,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$82.30 ,11-Jan-26,,Closed,
1346,11-Jan-26,,RFS-1-12729788162,WO/49339,Welding & Painting,REDACTED,REDACTED,T1 Painting,$225.80 ,11-Jan-26,,Closed,
1347,11-Jan-26,,IM-1-12728094137,WO/49338,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$184.50 ,11-Jan-26,,Closed,
1348,11-Jan-26,,RFS-1-12728602402,WO/49345,Plumbing,REDACTED,REDACTED,Team 2 ,$458.56 ,11-Jan-26,,Closed,
1349,11-Jan-26,,IM-1-12726019093,WO/49343,Plumbing,REDACTED,REDACTED,Team 2 ,$452.50 ,11-Jan-26,,Closed,
1350,11-Jan-26,,IM-1-12724195418,WO/49344,Carpentry FF,REDACTED,REDACTED,Team 2 ,$32.80 ,11-Jan-26,,Closed,
1351,11-Jan-26,,IM-1-12726019129,WO/49346,Welding & Painting,REDACTED,REDACTED,Team 2 ,$386.50 ,11-Jan-26,,Closed,
1352,11-Jan-26,,RFS-1-12728602402,WO/49347,Plumbing,REDACTED,REDACTED,Team 2 ,$122.00 ,11-Jan-26,,Closed,
1353,11-Jan-26,,CT-03183,WO/49390,Plumbing,REDACTED,REDACTED,T1 Plumbing,$364.00 ,14-Jan-26,,Closed,
1354,11-Jan-26,,IM-1-12728094154,WO/49395,Plumbing,REDACTED,REDACTED,T1 Plumbing,$120.50 ,14-Jan-26,,Closed,
1355,11-Jan-26,,RFS-1-12729788072,WO/49393,Masonry,REDACTED,REDACTED,T1 Masonry,$85.00 ,14-Jan-26,,Closed,
1356,11-Jan-26,,IM-1-12725459846,WO/49389,Welding & Painting,REDACTED,REDACTED,T1 Painting,"$1,461.50 ",,,Pending Approval,
1357,12-Jan-26,,RFS-1-12732786799,WO/49360,Plumbing,REDACTED,REDACTED,T1 Plumbing,$284.60 ,13-Jan-26,,Closed,
1358,12-Jan-26,,RFS-1-12729687530,WO/49359,Plumbing,REDACTED,REDACTED,T1 Plumbing,$17.00 ,13-Jan-26,,Closed,
1359,12-Jan-26,,IM-1-12727095482,WO/49371,Welding & Painting,REDACTED,REDACTED,T1 Painting,"$1,293.20 ",3-Mar-26,,Approved,
1360,12-Jan-26,,IM-1-12714150504,WO/49370,Welding & Painting,REDACTED,REDACTED,T1 Painting,$423.48 ,1/20/2026,,Closed,
1361,12-Jan-26,,RFS-1-12734848360,WO/49373,Masonry,REDACTED,REDACTED,T1 Carpentry,$107.50 ,13-Jan-26,,Closed,
1362,12-Jan-26,,IM-1-12731190135,WO/49374,Plumbing,REDACTED,REDACTED,T1 Plumbing,$259.50 ,13-Jan-26,,Closed,
1363,12-Jan-26,,IM-1-12731547377,WO/49380,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$613.84 ,13-Jan-26,,Closed,
1364,12-Jan-26,,IM-1-12714693505,WO/49379,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$137.50 ,,,Pending Approval,
1365,12-Jan-26,,RFS-1-12732787251,WO/49378,Plumbing,REDACTED,REDACTED,T1 Plumbing,$289.16 ,11-Mar-26,,Closed,
1366,12-Jan-26,,IM-1-12727060906,WO/49377,Plumbing,REDACTED,REDACTED,T1 Plumbing,$63.00 ,13-Jan-26,,Closed,
1367,12-Jan-26,,IM-1-12730238695,WO/49376,Masonry,REDACTED,REDACTED,T1 Masonry,$243.20 ,,,Pending Approval,
1368,12-Jan-26,,IM-1-12726375014,WO/49375,Plumbing,REDACTED,REDACTED,Team 4,,13-Jan-26,,Closed,
1369,12-Jan-26,,IM-1-12728256278,WO/49382,Masonry,REDACTED,REDACTED,T1 Masonry,"$2,073.36 ",13-Jan-26,,Rejected,
1370,13-Jan-26,,IM-1-12728256278,WO/49386,Plumbing,REDACTED,REDACTED,T1 Plumbing,$867.00 ,13-Jan-26,,Rejected,
1371,13-Jan-26,,IM-1-12721814690,WO/49397,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$492.96 ,14-Jan-26,,Approved,
1372,13-Jan-26,,IM-1-12731609474,WO/49399,Plumbing,REDACTED,REDACTED,Team 4,$120.75 ,14-Jan-26,,Closed,
1373,13-Jan-26,,IM-1-12736412438,WO/49398,Plumbing,REDACTED,REDACTED,Team 4,$169.75 ,14-Jan-26,,Closed,
1374,14-Jan-26,, IM-1-12704687320,WO/49404,Plumbing,REDACTED,REDACTED,Team 2 ,$181.50 ,14-Jan-26,,Closed,
1375,14-Jan-26,,RFS-1-12734955559,WO/49410,Plumbing,REDACTED,REDACTED,Team 4,$40.00 ,14-Jan-26,,Closed,
1376,14-Jan-26,,IM-1-12731609427,WO/49402,Plumbing,REDACTED,REDACTED,Team 4,$50.65 ,14-Jan-26,,Closed,
1377,14-Jan-26,,RFS-1-12734955566,WO/49412,Plumbing,REDACTED,REDACTED,Team 4,$293.50 ,15-Jan-26,,Closed,
1378,14-Jan-26,,RFS-1-12736653414,WO/49414,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$320.00 ,14-Jan-26,,Closed,
1379,14-Jan-26,,RFS-1-12733562606,WO/49413,Carpentry FF,REDACTED,REDACTED,T1 Plumbing,$138.70 ,14-Jan-26,,Closed,
1380,14-Jan-26,,IM-1-12734664709,WO/49415,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$687.54 ,,,Pending Approval,
1381,14-Jan-26,,IM-1-12736937705,WO/49419,Plumbing,REDACTED,REDACTED,T1 Plumbing,$405.25 ,15-Jan-26,,Closed,
1382,14-Jan-26,,IM-1-12739077325,WO/49418,Plumbing,REDACTED,REDACTED,T1 Plumbing,$188.40 ,15-Jan-26,,Approved,
1383,14-Jan-26,,IM-1-12738198224,WO/49416,Plumbing,REDACTED,REDACTED,T1 Masonry,$82.50 ,15-Jan-26,,Closed,
1384,14-Jan-26,,IM-1-12711318260,WO/49407,Plumbing,REDACTED,REDACTED,Team 2 ,$280.00 ,14-Jan-26,,Closed,
1385,15-Jan-26,,IM-1-12739236879,WO/49421,Plumbing,REDACTED,REDACTED,Team 3,$449.78 ,15-Jan-26,,Closed,
1386,15-Jan-26,,IM-1-12739236879,WO/49422,Plumbing,REDACTED,REDACTED,Team 3,$122.00 ,15-Jan-26,,Closed,
1387,15-Jan-26,,RFS-1-12732787148,WO/49425,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$529.36 ,15-Jan-26,,Approved,
1388,15-Jan-26,,IM-1-12705119038,WO/49428,Welding & Painting,REDACTED,REDACTED,T1 Painting,$211.70 ,15-Jan-26,,Closed,
1389,15-Jan-26,,CT-03187,WO/49434,Plumbing,REDACTED,REDACTED,Team 5,$232.58 ,15-Jan-26,,Closed,
1390,15-Jan-26,,IM-1-12738487812,WO/49433,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$74.64 ,15-Jan-26,,Closed,
1391,15-Jan-26,,RFS-1-1273278677,WO/49432,Carpentry FF,REDACTED,REDACTED,Team 5,$77.64 ,17-Jan-26,,Closed,
1392,15-Jan-26,,IM-1-12737002690,WO/49430,Carpentry FF,REDACTED,REDACTED,Team 5,$284.50 ,15-Jan-26,,Approved,
1393,15-Jan-26,,IM-1-12734661692,WO/49439,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$42.70 ,18-Jan-26,,Closed,
1394,15-Jan-26,,RFS-1-12739659657,WO/49437,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$247.92 ,18-Jan-26,,Closed,
1395,15-Jan-26,,IM-1-12738764665,WO/49436,Plumbing,REDACTED,REDACTED,T1 Plumbing,"$2,978.10 ",20-01-2026,,Closed,
1396,15-Jan-26,,IM-1-12731190091,WO/49446,Carpentry FF,REDACTED,REDACTED,Team 4,$277.92 ,18-Jan-26,,Closed,
1397,15-Jan-26,,IM-1-12722052052,WO/49445,Carpentry RF,REDACTED,REDACTED,Team 4,$336.00 ,18-Jan-26,,Approved,
1398,15-Jan-26,,IM-1-12731190084,WO/49444,Carpentry RF,REDACTED,REDACTED,Team 4,$648.00 ,18-Jan-26,,Approved,
1399,15-Jan-26,,RFS-1-12729655653,WO/49443,Carpentry RF,REDACTED,REDACTED,Team 4,$336.00 ,18-Jan-26,,Approved,
1400,15-Jan-26,,RFS-1-12707201867,WO/49442,Carpentry FF,REDACTED,REDACTED,Team 4,$54.69 ,18-Jan-26,,Closed,
1401,15-Jan-26,,IM-1-12728181834,WO/49441,Carpentry RF,REDACTED,REDACTED,Team 4,"$2,008.10 ",,,Pending Approval,
1402,15-Jan-26,,IM-1-12736513208,WO/49440,Carpentry RF,REDACTED,REDACTED,Team 4,$960.00 ,18-Jan-26,,Approved,
1403,15-Jan-26,,IM-1-12720750156,WO/49448,Plumbing,REDACTED,REDACTED,Team 4,$388.26 ,18-Jan-26,,Closed,
1404,17-Jan-26,,IM-1-12741164890,WO/49463,Welding & Painting,REDACTED,REDACTED,T1 Painting,$120.12 ,18-Jan-26,,Approved,
1405,17-Jan-26,,IM-1-12727061055,WO/49462,Welding & Painting,REDACTED,REDACTED,T1 Painting,$97.20 ,18-Jan-26,,Approved,
1406,17-Jan-26,,CT-03192,WO/49460,Plumbing,REDACTED,REDACTED,T1 Plumbing,$365.00 ,17-Jan-26,,Closed,
1407,17-Jan-26,,IM-1-12739571225,WO/49453,Plumbing,REDACTED,REDACTED,Team 3,$279.50 ,18-Jan-26,,Closed,
1408,18-Jan-26,,IM-1-12741164644,WO/49469,Welding & Painting,REDACTED,REDACTED,T1 Painting,$178.40 ,18-Jan-26,,Closed,
1409,18-Jan-26,,IM-12740883225,WO/49468,Welding & Painting,REDACTED,REDACTED,T1 Painting,$428.10 ,18-Jan-26,,Closed,
1410,18-Jan-26,,IM-1-12736411686,WO/49466,Masonry,REDACTED,REDACTED,Team 4,"$1,703.00 ",24-Feb-26,,Approved,
1411,18-Jan-26,,IM-1-12736411686,WO/49464,Plumbing,REDACTED,REDACTED,Team 4,"$2,016.32 ",24-Feb-26,,Approved,
1412,18-Jan-26,,IM-1-12734661643,WO/49479,Welding & Painting,REDACTED,REDACTED,Welding,"$3,924.80 ",,,Pending Approval,
1413,18-Jan-26,,RFS-1-125663142361,WO/49478,Welding & Painting,REDACTED,REDACTED,Team 3,$227.14 ,20-Jan-26,,Approved,
1414,18-Jan-26,,CT-03197,WO/49484,Welding & Painting,REDACTED,REDACTED,T1 Painting,$147.60 ,20-Jan-26,,Closed,
1415,19-Jan-26,,IM-1-12736468514,WO/49495,Plumbing,REDACTED,REDACTED,Team 2 ,$452.50 ,20-Jan-26,,Closed,
1416,19-Jan-26,,CT-03204,WO/49499,Plumbing,REDACTED,REDACTED,Team 2 ,$123.00 ,20-Jan-26,,Closed,
1417,19-Jan-26,,CT-03202,WO/49497,Plumbing,REDACTED,REDACTED,Team 2 ,$158.50 ,20-Jan-26,,Closed,
1418,19-Jan-26,,IM-1-12743225797,WO/49498,Plumbing,REDACTED,REDACTED,T1 Plumbing,$306.80 ,20-Jan-26,,Closed,
1419,19-Jan-26,,IM-1-12742823187,WO/49496,Plumbing,REDACTED,REDACTED,T1 Plumbing,$259.50 ,20-Jan-26,,Closed,
1420,19-Jan-26,,IM-1-12743194935,WO/49492,Plumbing,REDACTED,REDACTED,T1 Plumbing,$56.50 ,20-Jan-26,,Closed,
1421,19-Jan-26,,IM-1-12743670872,WO/49494,Plumbing,REDACTED,REDACTED,T1 Plumbing,$95.00 ,20-Jan-26,,Closed,
1422,19-Jan-26,,IM-1-12738764665,WO/49501,Plumbing,REDACTED,REDACTED,T1 Plumbing,$466.06 ,20-Jan-26,,Closed,
1423,19-Jan-26,,IM-1-12738764665,WO/49502,Plumbing,REDACTED,REDACTED,T1 Plumbing,$650.80 ,20-Jan-26,,Closed,
1424,19-Jan-26,,IM-1-12739741094,WO/49508,Plumbing,REDACTED,REDACTED,T1 Plumbing,$76.00 ,20-Jan-26,,Approved,
1425,19-Jan-26,,IM-1-12743225754,WO/49507,Plumbing,REDACTED,REDACTED,T1 Carpentry,$713.28 ,20-Jan-26,,Approved,
1426,19-Jan-26,,IM-1-12741038946,WO/49506,Plumbing,REDACTED,REDACTED,Team 3,$180.00 ,20-Jan-26,,Closed,
1427,19-Jan-26,,RFS-12703733352,WO/49505,Plumbing,REDACTED,REDACTED,Team 3,$372.32 ,20-Jan-26,,Closed,
1428,19-Jan-26,,IM-1-12733986417,WO/49504,Plumbing,REDACTED,REDACTED,Team 3,$353.30 ,20-Jan-26,,Closed,
1429,19-Jan-26,,IM-1-12743752706,WO/49503,Plumbing,REDACTED,REDACTED,Team 3,$294.50 ,20-Jan-26,,Closed,
1430,19-Jan-26,,IM-1-12739614160,WO/49513,Carpentry RF,REDACTED,REDACTED,Team 4,"$2,377.42 ",,,Pending Approval,
1431,19-Jan-26,,RFS-1-12740190515,WO/49512,Plumbing,REDACTED,REDACTED,Team 4,$133.00 ,21-Jan-26,,Closed,
1432,19-Jan-26,,RFS-12739236707,WO/49511,Plumbing,REDACTED,REDACTED,Team 4,$809.90 ,21-Jan-26,,Approved,
1433,19-Jan-26,,RFS-1-12739236707,WO/49510,Masonry,REDACTED,REDACTED,Team 4,$822.08 ,21-Jan-26,,Closed,
1434,19-Jan-26,,IM-1-12739614276,WO/49509,Plumbing,REDACTED,REDACTED,Team 4,$782.55 ,21-Jan-26,,Closed,
1435,20-Jan-26,,RFS-1-12740800704,WO/49514,Carpentry RF,REDACTED,REDACTED,Team 4,$300.00 ,21-Jan-26,,Approved,
1436,20-Jan-26,,RFS-1-12743277167,WO/49520,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$831.58 ,24-Jan-26,,Closed,
1437,20-Jan-26,,IM-1-12739156336,WO/49519,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$306.00 ,24-Jan-26,,Closed,
1438,20-Jan-26,,RFS-1-12743276648,WO/49518,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$74.64 ,24-Jan-26,,Closed,
1439,20-Jan-26,,IM-1-12743210354,WO/49517,Plumbing,REDACTED,REDACTED,Team 4,$155.00 ,24-Jan-26,,Closed,
1440,20-Jan-26,,IM-1-12743210317,WO/49522,Plumbing,REDACTED,REDACTED,Team 4,$21.00 ,24-Jan-26,,Closed,
1441,20-Jan-26,,CT-03207,WO/49525,Plumbing,REDACTED,REDACTED,T1 Plumbing,$452.50 ,24-Jan-26,,Closed,
1442,20-Jan-26,,IM-1-12742823017,WO/49529,Plumbing,REDACTED,REDACTED,Team 4,$98.75 ,24-Jan-26,,Closed,
1443,20-Jan-26,,IM-1-12738867554,WO/49527,Carpentry RF,REDACTED,REDACTED,Team 4,"$4,151.20 ",,,Pending Approval,
1444,20-Jan-26,,IM-1-12743194867,WO/49526,Masonry,REDACTED,REDACTED,Team 4,$505.00 ,,,Pending Approval,
1445,20-Jan-26,,RFS-1-12743627735,WO/49534,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$969.40 ,21-Jan-26,,Closed,
1446,20-Jan-26,,RFS-1-12744089812,WO/49533,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$34.00 ,22-Jan-26,,Approved,
1447,20-Jan-26,,IM-1-12741244887,WO/49532,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$541.85 ,23-Jan-26,,Closed,
1448,20-Jan-26,,IM-1-12728181541,WO/49531,Welding & Painting,REDACTED,REDACTED,Welding,$384.40 ,,,Pending Approval,
1449,21-Jan-26,,RFS-1-12740800718,WO/49537,Plumbing,REDACTED,REDACTED,Team 4,"$1,330.66 ",24-Feb-26,,Approved,
1450,21-Jan-26,,RFS-1-12740800718,WO/49536,Masonry,REDACTED,REDACTED,Team 4,"$1,278.50 ",24-Feb-26,,Approved,
1451,21-Jan-26,,RFS-1-12744237237,WO/49545,Plumbing,REDACTED,REDACTED,T1 Plumbing,$120.50 ,24-Jan-26,,Closed,
1452,21-Jan-26,,RFS-1-12745986589,WO/49558,Masonry,REDACTED,REDACTED,T1 Masonry,$157.50 ,24-Jan-26,,Closed,
1453,21-Jan-26,,RFS-1-12745986589,WO/49559,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$262.14 ,24-Jan-26,,Closed,
1454,21-Jan-26,,IM-1-12743989410,WO/49556,Plumbing,REDACTED,REDACTED,T1 Plumbing,$279.50 ,24-Jan-26,,Closed,
1455,21-Jan-26,,IM-12743753418,WO/49554,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$480.00 ,28-Jan-26,,Closed,
1456,21-Jan-26,,IM-1-12743277065,WO/49555,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$480.00 ,24-Jan-26,,Closed,
1457,22-Jan-26,,CT-03217,WO/49596,Plumbing,REDACTED,REDACTED,T1 Plumbing,$259.50 ,24-Jan-26,,Closed,
1458,22-Jan-26,,IM-1-12743627765,WO/49603,Welding & Painting,REDACTED,REDACTED,Team 4,$643.40 ,24-Jan-26,,Approved,
1459,22-Jan-26,,IM-1-12740921598,WO/49599,Welding & Painting,REDACTED,REDACTED,Team 4,$595.60 ,,,Rejected,
1460,22-Jan-26,,IM-1-12743194902,WO/49602,Welding & Painting,REDACTED,REDACTED,Team 4,$447.60 ,,,Pending Approval,
1461,22-Jan-26,,RFS-1-12743290627,WO/49614,Plumbing,REDACTED,REDACTED,Team 3,$122.00 ,24-Jan-26,,Closed,
1462,22-Jan-26,,RFS-1-12743290627,WO/49612,Plumbing,REDACTED,REDACTED,Team 3,$438.50 ,24-Jan-26,,Closed,
1463,22-Jan-26,,IM-1-12743276673,WO/49610,Plumbing,REDACTED,REDACTED,Team 3,$574.10 ,24-Jan-26,,Closed,
1464,22-Jan-26,,IM-1-12743896439,WO/49608,Welding & Painting,REDACTED,REDACTED,Team 3,$390.00 ,24-Jan-26,,Closed,
1465,22-Jan-26,,IM-1-12743895916,WO/49618,Welding & Painting,REDACTED,REDACTED,T1 Painting,$188.40 ,25-Jan-26,,Closed,
1466,22-Jan-26,,RFS-1-12747258511,WO/49617,Welding & Painting,REDACTED,REDACTED,T1 Painting,$188.40 ,25-Jan-26,,Rejected,
1467,22-Jan-26,,CT-03218,WO/49605,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$289.40 ,,,Pending Approval,
1468,24-Jan-26,,IM-1-12748340581,WO/49631,Plumbing,REDACTED,REDACTED,T1 Plumbing,$287.60 ,25-Jan-26,,Closed,
1469,24-Jan-26,,RFS-1-12744284561,WO/49630,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$54.00 ,25-Jan-26,,Closed,
1470,24-Jan-26,,IM-1-12747902903,WO/49620,Plumbing,REDACTED,REDACTED,T1 Plumbing,$294.65 ,25-Jan-26,,Closed,
1471,24-Jan-26,,CT-03224,WO/49619,Plumbing,REDACTED,REDACTED,T1 Plumbing,$753.00 ,25-Jan-26,,Closed,
1472,24-Jan-26,,RFS-1-12728602248,WO/49633,Plumbing,REDACTED,REDACTED,T1 Plumbing,$279.50 ,25-Jan-26,,Closed,
1473,24-Jan-26,,CT-03229,WO/49637,Masonry,REDACTED,REDACTED,Team 2 ,$125.00 ,27-Jan-26,,Closed,
1474,24-Jan-26,,CT-03226,WO/49628,Plumbing,REDACTED,REDACTED,Team 2 ,$423.56 ,27-Jan-26,,Closed,
1475,24-Jan-26,,IM-1-12743784724,WO/49635,Plumbing,REDACTED,REDACTED,Team 2 ,$383.00 ,27-Jan-26,,Closed,
1476,24-Jan-26,,RFS-1-12745454163,WO/49636,Masonry,REDACTED,REDACTED,Team 2 ,$216.00 ,28-Jan-26,,Closed,
1477,24-Jan-26,,IM-1-12743225877,WO/49632,Welding & Painting,REDACTED,REDACTED,Team 2 ,$206.00 ,27-Jan-26,,Closed,
1478,25-Jan-26,,RFS-1-12743290865,WO/49641,Carpentry FF,REDACTED,REDACTED,Team 4,$210.00 ,,,Pending Approval,
1479,25-Jan-26,,IM-1-12740883385,WO/49640,Carpentry RF,REDACTED,REDACTED,Team 4,$324.00 ,26-Jan-26,,Approved,
1480,25-Jan-26,,IM-1-12744090042,WO/49639,Carpentry RF,REDACTED,REDACTED,Team 4,"$1,136.10 ",4-Feb-26,,Approved,
